n;empresa;score;url_contacto;mensaje;demo_url;slug;lead_id;email;web
"103";"Grupo García Romero e Hijos";"7.5";"https://www.reformasgarciaromero.es/contacto";"";"https://presupuestos.nico-soto.es/demo/garcia-romero";"garcia-romero";"80c36ea7-b04d-4901-97d7-a120a7d95d73";"reformasgarciaromero@gmail.com";"https://www.reformasgarciaromero.es/"
"104";"180 Grados Obras y Proyectos";"7.5";"https://180grados.es/contacto/";"";"https://presupuestos.nico-soto.es/demo/180-grados";"180-grados";"6613cf07-3e82-47aa-a20a-b31e8d73f6cc";"info@180grados.es";"https://180grados.es/"
"105";"A-Reformas";"7.5";"http://www.areformas.es/contacto.html";"";"https://presupuestos.nico-soto.es/demo/a-reformas";"a-reformas";"686c0a72-105a-42c8-8c95-27856b11597a";"info@areformas.es";"http://www.areformas.es/"
"106";"CLC Reformas";"7.5";"https://clcreformas.com/contact/";"";"https://presupuestos.nico-soto.es/demo/clc-reformas";"clc-reformas";"71d5c776-f44d-43ba-a872-0a5df5f8de01";"c.l.c.reformas@hotmail.com";"https://clcreformas.com/"
"107";"Reformas Valentín";"7.5";"https://www.reformasvalentin.es/CONTACTO/";"";"https://presupuestos.nico-soto.es/demo/reformas-valentin";"reformas-valentin";"bfdbb48b-b359-4efa-8d78-fe98996bef8e";"537info@reformasvalentin.es";"https://www.reformasvalentin.es/"
"108";"Reformas Integrales Pío";"7.5";"https://www.reformasintegralespio.es/contacto";"";"https://presupuestos.nico-soto.es/demo/reformas-pio";"reformas-pio";"6edda98a-5d71-47b9-8120-a1351241a140";"reformasintegralespio@gmail.com";"https://www.reformasintegralespio.es/"
"109";"Reformas Vélez";"7.5";"https://reformasvelez.es/contacto/";"";"https://presupuestos.nico-soto.es/demo/reformas-velez";"reformas-velez";"2f28b624-03cc-4736-b4a1-1c36ee11c8f9";"reformasvelez17@gmail.com";"https://reformasvelez.es/"
"110";"Auge Reformas Madrid";"7.5";"https://augereformasmadrid.com/contacto/";"";"https://presupuestos.nico-soto.es/demo/auge-reformas";"auge-reformas";"0d8106ca-eaab-45c0-af8a-f446388484c3";"info@augereformasmadrid.com";"https://augereformasmadrid.com/"
"111";"Reformas Juan Salcedo";"7.5";"https://reformasjuansalcedo.com/contacto/";"";"https://presupuestos.nico-soto.es/demo/juan-salcedo";"juan-salcedo";"982169ff-7936-45f2-a5f4-5faa06bdd6e7";"reformas@reformasjuansalcedo.com";"https://reformasjuansalcedo.com/"
"112";"Hegasa Construcciones y Reformas";"7.5";"https://reformasintegralesmadridhegasa.com/?utm_source=gmb&utm_medium=organic&utm_campaign=google-my-business";"";"https://presupuestos.nico-soto.es/demo/hegasa";"hegasa";"c034ca1b-0b5d-485b-9d3e-9f5cc0a0a624";"info@construccioneshegasa.com";"https://reformasintegralesmadridhegasa.com/"
"113";"MHD Reformas Integrales";"7.5";"https://mhdreformasintegrales.com/contacto/";"";"https://presupuestos.nico-soto.es/demo/mhd-reformas";"mhd-reformas";"21b6a3ac-7a19-4c24-ac81-fbe0f97fac4f";"info@mhdreformasintegrales.com";"https://mhdreformasintegrales.com/"
"114";"Decoración y Reformas Daniel";"7";"https://reformasdaniel.net/reformas-y-decoraciones-contacto.html";"";"https://presupuestos.nico-soto.es/demo/reformas-daniel";"reformas-daniel";"12368abc-9b56-4773-bad0-215d142cf7bc";"decoracionesyreformasdaniel@gmail.com";"https://reformasdaniel.net/"
"115";"MLC Trabajos Integrales";"7";"https://mlctrabajosintegrales.com/contacto/";"";"https://presupuestos.nico-soto.es/demo/mlc";"mlc";"a7f8cc83-a747-4f6d-947e-7f10f858862e";"infomlctrabajosintegrales@gmail.com";"https://mlctrabajosintegrales.com/"
